age,monthly_income,employment_status,num_loans,num_defaults,num_paid_loans,on_time_payment_rate,num_vouches,num_savings,total_saved,is_verified,num_mobile_accounts,loan_amount,loan_duration_days,target
40,91054,2,10,0,10,0.74,1,12,151316,1,1,482152,60,1
42,422845,1,7,3,4,0.8,4,17,73969,1,1,462613,30,1
32,396923,3,4,0,4,0.91,3,4,4469,1,0,104451,30,0
64,31831,0,0,0,0,0.7,6,6,194022,0,0,37580,90,0
24,331153,3,6,0,6,0.68,2,18,16371,0,1,208989,90,0
39,133654,2,6,3,3,0.98,0,4,120047,1,2,144420,90,0
21,115655,3,3,0,3,0.74,2,10,161981,1,0,357067,180,1
40,438049,1,2,0,2,0.59,3,2,178080,0,2,183584,90,0
49,319785,0,4,0,4,0.91,6,9,131860,0,1,7032,180,1
36,388302,2,7,0,7,0.9,5,1,160818,0,0,210043,90,0
61,53793,0,6,2,4,0.63,2,16,197345,1,1,438849,180,0
29,456123,2,5,3,2,0.87,2,17,75264,0,0,432587,60,0
31,472631,0,7,2,5,0.94,6,16,160770,0,0,233313,90,1
26,468786,0,1,1,0,0.58,4,19,108252,1,0,101352,180,0
50,278068,0,2,1,1,0.68,1,14,172858,0,2,460491,30,0
60,85807,0,4,2,2,0.72,7,4,7675,1,2,451002,60,0
30,436988,2,4,3,1,0.52,3,11,34274,1,1,191710,30,0
